19502000, ,
2001000, ,2629960
1500000, ,
1999000, ,
2000000, ,
16502000, ,
2000000, ,
1999000, ,
1499000, ,
2000000, ,
2000000, ,
2000000, ,
1999000, ,
2000000, ,
1999000, ,
2000000, ,
1998000, ,
2000000, ,
4011000, ,
2000000, ,
1500000, ,
2000000, ,
2000000, ,
2002000, ,
2000000, ,
2001000, ,
2000000, ,
1500000, ,
1501000, ,
2001000, ,
1999000, ,
1999000, ,
1999000, ,
2000000, ,
2000000, ,
2000000, ,
2001000, ,
2000000, ,
1998000, ,
2001000, ,
4000000, ,
2001000, ,
2002000, ,
1500000, ,
2001000, ,
1999000, ,
1500000, ,
2000000, ,
1999000, ,
2000000, ,
2000000, ,
2001000, ,
2999000, ,
1999000, ,
1999000, ,
1999000, ,
1998000, ,
2000000, ,
2000000, ,
1998000, ,
1999000, ,
2000000, ,
1998000, ,
2000000, ,
2001000, ,
2502000, ,
1997000, ,
2001000, ,
2500000, ,
2001000, ,
2000000, ,
2000000, ,
2001000, ,
2000000, ,
1999000, ,
20001000, ,
1999000, ,
2501000, ,
2001000, ,
2000000, ,
2002000, ,
2499000, ,
2000000, ,
2000000, ,
2501000, ,
1999000, ,
2001000, ,
1998000, ,
2001000, ,
1987000, ,
1997000, ,
2000000, ,
2000000, ,
1999000, ,
2000000, ,
2502000, ,
2000000, ,
2500000, ,
1999000, ,
2499000, ,
2000000, ,
2000000, ,
2499000, ,
1999000, ,
2499000, ,
1999000, ,
2499000, ,
2502000, ,
2500000, ,
3012000, ,
2499000, ,
2500000, ,
1999000, ,
1999000, ,
2000000, ,
2000000, ,
2499000, ,
2000000, ,
2498000, ,
2501000, ,
2499000, ,
1999000, ,
2499000, ,
2499000, ,
2502000, ,
2000000, ,
2501000, ,
2501000, ,
2500000, ,
2501000, ,
2500000, ,
2500000, ,
2499000, ,
2500000, ,
2500000, ,
2500000, ,
2501000, ,
2500000, ,
2500000, ,
2500000, ,
2501000, ,
2500000, ,
2500000, ,
2501000, ,
2499000, ,
3001000, ,
2499000, ,
3000000, ,
3002000, ,
2500000, ,
2500000, ,
3500000, ,
2000000, ,
2999000, ,
2499000, ,
2500000, ,
2500000, ,
2501000, ,
2500000, ,
2500000, ,
2501000, ,
2499000, ,
2501000, ,
2501000, ,
2499000, ,
3000000, ,
3002000, ,
3000000, ,
2499000, ,
3000000, ,
2500000, ,
2499000, ,
2499000, ,
2500000, ,
2500000, ,
2500000, ,
2501000, ,
2500000, ,
3001000, ,
2501000, ,
2499000, ,
2499000, ,
2499000, ,
2500000, ,
2500000, ,
2998000, ,
2500000, ,
2999000, ,
2499000, ,
3000000, ,
2499000, ,
2500000, ,
2499000, ,
2499000, ,
2499000, ,
2501000, ,
3001000, ,
2499000, ,
21000000, ,
2501000, ,
